Question	Answer	Source	Metadata
Estoy enamorada de el aire acondicionado 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de los parques 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de los jardines 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo las plantas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de el césped artificial 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro viajar en tren 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de tejer 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de comer sushi 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo el amor 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo la libertad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los paseos por la orilla del mar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo el campo 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo la ciudad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de el césped 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el césped 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa viajar en tren 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa las plantas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa las flores 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa las obras 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa la calefacción 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el aire acondicionado 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro la ciudad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa los jardines 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el campo 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el césped artificial 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa la jardinería 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa tejer 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa comer sushi 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los lunes	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los viernes	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los fines de semana	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa los parques 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro el césped artificial 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de viajar en tren 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro las plantas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro las flores 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro las obras 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro la calefacción 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro el aire acondicionado 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los parques 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el transporte público	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro el césped 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa la ciudad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro la jardinería 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro tejer 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro comer sushi 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el amor 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa la libertad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa los paseos por la orilla del mar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro el transporte público	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los jardines 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los donuts 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de las flores 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los deportes 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan las tiendas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan las camisetas	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los atardeceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los amaneceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los animales 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los animales 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los paseos 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los deportes 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo las tiendas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo las camisetas	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los atardeceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los amaneceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los paseos 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los animales 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Amo los paseos 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa ir a la oficina 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los botones	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa fregar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa barrer 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa planchar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa salir con mis amigos 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa salir de fiesta 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los donuts 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa estar en casa 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro las tiendas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa quedarme en casa 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa hacer la compra 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa ver el fútbol 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa el baloncesto 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa jugar al tenis	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los atardeceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me encantan los amaneceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa ligar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de tejer 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de las obras 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de la calefacción 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de el aire acondicionado 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de los parques 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de los jardines 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de el césped 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los donuts 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de la jardinería 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de viajar en tren 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de comer sushi 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de el amor 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de la libertad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de los paseos por la orilla del mar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de el campo 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de la ciudad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorada de el transporte público	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de el césped artificial 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan las camisetas	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipa ir al cine 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro las camisetas	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los atardeceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los amaneceres 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los paseos 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los animales 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los donuts 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de las flores 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan las tiendas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de las plantas 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de el amor 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de la libertad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de los paseos por la orilla del mar 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de el campo 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de la ciudad 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Estoy enamorado de el transporte público	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Adoro los deportes 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
Me flipan los deportes 	Me alegro por ti. 	qna_chitchat_Witty	editorial:chitchat
No me gusta nada estar de bajón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento baja de moral	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy baja de moral hoy	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy bajo de moral hoy	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy baja de moral 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy bajo de moral	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy de bajón hoy	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento de bajón hoy	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento muy infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento muy infeliz hoy	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento de bajón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Qué dolor de corazón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Menudo bajón tengo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro bajo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
No me gusta nada estar triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
No me gusta estar de bajón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Creo que no soy nada feliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Creo que no soy feliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
No soy feliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy deprimido	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy deprimida	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy depre	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro deprimida	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro deprimido	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento deprimida	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Menuda tristeza tengo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Ojalá alguien me pueda animar	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Odio estar triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento que me duele el alma	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento el alma rota	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo el alma rota	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me duele el alma	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo dolor de corazón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me duele el corazón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento el corazón roto	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo el corazón roto	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo el corazón partido en dos	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento el corazón partido	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento bajo 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Se me parte el corazón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento baja	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Ojalá alguien me pudiera animar	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Ojalá alguien me anime	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Ojalá alguien me animara	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Necesito a alguien que me anime	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Necesito que alguien me anime	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Necesito que me dés animos	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Necesito animarme	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Ojalá estuviera más animado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Ojalá estuviera más animada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro baja	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo mucha pena	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo el corazón partido	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro tristísima	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento deprimido	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento alicaída	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento alicaído	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento de capa caída	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Qué bajonazo tengo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Qué bajón tengo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Qué bajonazo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy de bajona	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy de bajón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro tristísimo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro tristón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento súper triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento tristísimo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento tristísima	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento tristón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Odio estar depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Odio estar depresivo 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Odio estar depre	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Odio estar de bajón	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro súper triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento frustración 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Qué dolor de corazón tengo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Qué pena más grande 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento pena 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro apenado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento apenado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy apenado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento apenada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro apenada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy apenada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo morriña	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Siento morriña	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Pienso que soy infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento desapacible	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Sinto mucha pena	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento frustrada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento frustrado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro frustrada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro frustrado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro infeliz	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro melancólica	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro melancólico	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento rechazada	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento rechazado	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento melancólica	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me siento melancólico	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Me encuentro desapacible	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una mujer depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una niña muy depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un chico muy depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una chica muy depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un hombre muy depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una mujer muy depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una tía muy depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un tío muy depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un niño depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una niña depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un chico depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Creo que me duele el alma	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un hombre depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una tía depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un tío depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un niño muy triste 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una niña muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un chico muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una chica muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un hombre muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una mujer muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una tía muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un tío muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un niño triste 	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy una chica depresiva	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que estoy deprimida	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
No me gusta estar triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo un nudo en la garganta	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Tengo un nudo en el estómago	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Estoy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
¿Te he dicho que estoy de bajón?	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
¿Te he dicho que estoy muy triste?	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que me encuentro triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que me encuentro muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que estoy muy triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que me siento triste	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
¿Te he dicho que estoy triste?	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy un niño muy depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que estoy depre	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Soy depresivo	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que estoy deprimido	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
Que sepas que tengo una depresión	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
¿Sabes que estoy deprimida?	Siento escuchar eso. Te mando muchos ánimos. 	qna_chitchat_Witty	editorial:chitchat
